Found Java version 1.7.0_85
Available memory: 3951 MB
Setting jvm heap size: -Xmx512m
167 [main] INFO org.zaproxy.zap.DaemonBootstrap  - OWASP ZAP D-2015-11-16 started.
3068363 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3068861 [HSQLDB Timer @30d392d3] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - checkpointClose end
3068865 [HSQLDB Timer @30d392d3] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - Checkpoint end
3070056 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state532 and state516 are the same.
3070062 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 4 states with unfired actions
3072448 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3073703 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3074929 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3076229 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state533 added to the StateMachine.
3076229 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3076242 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 4 states with unfired actions
3078629 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3079887 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3081117 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3082455 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state534 added to the StateMachine.
3082455 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3082467 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 3 states with unfired actions
3084883 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3086139 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3087570 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3089222 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state535 added to the StateMachine.
3089222 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3089237 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 3 states with unfired actions
3091659 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3092885 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3094310 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3096137 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state536 and state14 are the same.
3096143 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 3 states with unfired actions
3098542 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3099768 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3101024 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3102384 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state537 added to the StateMachine.
3102384 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3102396 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3104814 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3106027 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3107460 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3109169 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state538 added to the StateMachine.
3109169 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3109182 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3111578 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3112803 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3114239 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3115915 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state539 and state516 are the same.
3115921 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3118296 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3119508 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3121114 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3122789 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state540 added to the StateMachine.
3122790 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3122809 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3125184 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3126406 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3127906 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3129550 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state541 and state516 are the same.
3129554 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3131902 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3133121 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3134647 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3136352 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state542 added to the StateMachine.
3136352 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3136364 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3138714 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3139962 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3141432 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3143124 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state543 and state516 are the same.
3143129 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3145475 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3146889 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3148343 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3149979 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state544 added to the StateMachine.
3149979 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3149991 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3152372 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3153631 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3155070 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3156680 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state545 and state516 are the same.
3156685 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3159035 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3160286 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3161787 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3163410 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state546 added to the StateMachine.
3163411 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3163426 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3165841 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3167072 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3168549 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3170157 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state547 and state516 are the same.
3170162 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3172539 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3173772 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3175251 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3176865 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state548 added to the StateMachine.
3176865 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3176877 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3179259 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3180506 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3182541 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3184176 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state549 added to the StateMachine.
3184176 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3184188 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3186575 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3187800 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3189231 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3190996 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state550 added to the StateMachine.
3190996 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3191010 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3193447 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3194675 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3196120 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3197927 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state551 and state14 are the same.
3197934 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3200338 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3201553 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3202991 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3204709 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state552 added to the StateMachine.
3204709 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3204721 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3207121 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3208346 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3209775 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3211471 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state553 and state14 are the same.
3211479 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3213913 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3215198 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3216777 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3218451 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state554 added to the StateMachine.
3218451 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3218463 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3220810 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3222038 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3223505 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3225170 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state555 and state14 are the same.
3225174 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3227523 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3228751 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3230231 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3231921 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state556 added to the StateMachine.
3231921 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3231937 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3234289 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3235533 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3237019 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3238724 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state557 and state14 are the same.
3238730 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3241081 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3242454 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3243915 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3245598 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state558 added to the StateMachine.
3245598 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3245611 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3247967 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3249225 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3250663 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3252346 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state559 and state14 are the same.
3252351 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3254745 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3256020 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3257528 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3259169 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state560 added to the StateMachine.
3259170 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3259182 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3261603 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3262840 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3264315 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3265954 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state561 and state487 are the same.
3265959 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3268361 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3269615 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3271059 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3272748 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state562 added to the StateMachine.
3272748 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3272762 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3275286 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3276570 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3278006 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3279708 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state563 and state487 are the same.
3279714 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3282107 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3283372 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3284815 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3286486 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state564 added to the StateMachine.
3286487 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3286500 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3288940 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3290167 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3291604 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3293457 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state565 and state516 are the same.
3293463 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3295880 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3297106 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3298563 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3300262 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state566 added to the StateMachine.
3300262 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3300275 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3302660 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3303876 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3305326 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3307006 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state567 and state14 are the same.
3307011 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3309384 [HSQLDB Timer @30d392d3] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - Checkpoint start
3309384 [HSQLDB Timer @30d392d3] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - checkpointClose start
3309395 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3309397 [HSQLDB Timer @30d392d3] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - dataFileCache commit start
3309678 [HSQLDB Timer @30d392d3] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - checkpointClose end
3309681 [HSQLDB Timer @30d392d3] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - Checkpoint end
3310827 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3312416 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3314085 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state568 added to the StateMachine.
3314086 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3314098 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3316447 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3317672 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3319165 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3320833 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state569 and state14 are the same.
3320838 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3323190 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3324418 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3325924 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3327622 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state570 added to the StateMachine.
3327622 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3327634 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3329984 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3331231 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3332718 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3334510 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state571 and state14 are the same.
3334515 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3336876 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3338226 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3339685 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3341394 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state572 added to the StateMachine.
3341395 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3341407 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3343761 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3345017 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3346471 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3348105 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state573 and state14 are the same.
3348110 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3350460 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3351744 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3353267 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3354904 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state574 added to the StateMachine.
3354904 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3354918 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3357325 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3358565 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3360025 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3361798 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state575 and state14 are the same.
3361803 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3364194 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3365469 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3366909 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3368558 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state576 added to the StateMachine.
3368558 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3368591 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3370979 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3372238 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3373673 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3375306 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state577 and state516 are the same.
3375312 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3377701 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3378932 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3380373 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3382104 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state578 added to the StateMachine.
3382104 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3382117 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3384540 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3385762 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3387879 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3389606 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - CLONE State detected: state579 and state516 are the same.
3389611 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3391996 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3393224 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3394665 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3396388 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state580 added to the StateMachine.
3396388 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3396401 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3398811 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3400034 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3401621 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3403301 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state581 added to the StateMachine.
3403301 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - New DOM is a new state! crawl depth is now 4
3403318 [pool-2-thread-2] INFO com.crawljax.core.UnfiredCandidateActions  - There are 2 states with unfired actions
3405671 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 1
3406893 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 2
3408402 [pool-2-thread-2] INFO com.crawljax.core.Crawler  - Crawl depth is now 3
3410134 [pool-2-thread-2] INFO com.crawljax.core.state.StateMachine  - State state582 added to the StateMachine.
