Found Java version 1.7.0_91
Available memory: 3951 MB
Setting jvm heap size: -Xmx512m
149 [main] INFO org.zaproxy.zap.DaemonBootstrap  - OWASP ZAP D-2015-12-14 started.
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:245)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scanVariant(AbstractAppParamPlugin.java:173)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:144)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.run(AbstractPlugin.java:282)
	at java.lang.Thread.run(Thread.java:745)
1928018 [ZAP-ActiveScanner-1] ERROR org.zaproxy.zap.extension.ascanrules.FormatString  - Invalid redirect location: http://172.17.0.2:8080/wavsep/active/Unvalidated-Redirect/Redirect-Detection-Evaluation-GET-302Redirect/ZAP%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s
org.apache.commons.httpclient.InvalidRedirectLocationException: Invalid redirect location: http://172.17.0.2:8080/wavsep/active/Unvalidated-Redirect/Redirect-Detection-Evaluation-GET-302Redirect/ZAP%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s
	at org.apache.commons.httpclient.HttpMethodDirector.processRedirectResponse(HttpMethodDirector.java:671)
	at org.apache.commons.httpclient.HttpMethodDirector.executeMethod(HttpMethodDirector.java:199)
	at org.apache.commons.httpclient.HttpClient.executeMethod(HttpClient.java:397)
	at org.parosproxy.paros.network.HttpSender.executeMethod(HttpSender.java:307)
	at org.parosproxy.paros.network.HttpSender.runMethod(HttpSender.java:519)
	at org.parosproxy.paros.network.HttpSender.send(HttpSender.java:478)
	at org.parosproxy.paros.network.HttpSender.sendAuthenticated(HttpSender.java:456)
	at org.parosproxy.paros.network.HttpSender.sendAndReceive(HttpSender.java:364)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:237)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:189)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:185)
	at org.zaproxy.zap.extension.ascanrules.FormatString.scan(FormatString.java:179)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:245)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scanVariant(AbstractAppParamPlugin.java:173)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:144)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.run(AbstractPlugin.java:282)
	at java.lang.Thread.run(Thread.java:745)
Caused by: org.apache.commons.httpclient.URIException: Invalid URL encoding: not a valid digit (radix 16): 110
	at org.apache.commons.httpclient.URI.decode(URI.java:1775)
	at org.apache.commons.httpclient.URI.decode(URI.java:1731)
	at org.apache.commons.httpclient.URI.getPath(URI.java:3108)
	at org.apache.commons.httpclient.HttpMethodBase.setURI(HttpMethodBase.java:297)
	at org.apache.commons.httpclient.HttpMethodDirector.processRedirectResponse(HttpMethodDirector.java:668)
	... 16 more
1928219 [ZAP-ActiveScanner-1] ERROR org.zaproxy.zap.extension.ascanrules.FormatString  - Invalid redirect location: http://172.17.0.2:8080/wavsep/active/Unvalidated-Redirect/Redirect-Detection-Evaluation-GET-302Redirect/ZAP%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s
org.apache.commons.httpclient.InvalidRedirectLocationException: Invalid redirect location: http://172.17.0.2:8080/wavsep/active/Unvalidated-Redirect/Redirect-Detection-Evaluation-GET-302Redirect/ZAP%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s
	at org.apache.commons.httpclient.HttpMethodDirector.processRedirectResponse(HttpMethodDirector.java:671)
	at org.apache.commons.httpclient.HttpMethodDirector.executeMethod(HttpMethodDirector.java:199)
	at org.apache.commons.httpclient.HttpClient.executeMethod(HttpClient.java:397)
	at org.parosproxy.paros.network.HttpSender.executeMethod(HttpSender.java:307)
	at org.parosproxy.paros.network.HttpSender.runMethod(HttpSender.java:519)
	at org.parosproxy.paros.network.HttpSender.send(HttpSender.java:478)
	at org.parosproxy.paros.network.HttpSender.sendAuthenticated(HttpSender.java:456)
	at org.parosproxy.paros.network.HttpSender.sendAndReceive(HttpSender.java:364)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:237)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:189)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:185)
	at org.zaproxy.zap.extension.ascanrules.FormatString.scan(FormatString.java:179)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:245)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scanVariant(AbstractAppParamPlugin.java:173)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:144)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.run(AbstractPlugin.java:282)
	at java.lang.Thread.run(Thread.java:745)
Caused by: org.apache.commons.httpclient.URIException: Invalid URL encoding: not a valid digit (radix 16): 110
	at org.apache.commons.httpclient.URI.decode(URI.java:1775)
	at org.apache.commons.httpclient.URI.decode(URI.java:1731)
	at org.apache.commons.httpclient.URI.getPath(URI.java:3108)
	at org.apache.commons.httpclient.HttpMethodBase.setURI(HttpMethodBase.java:297)
	at org.apache.commons.httpclient.HttpMethodDirector.processRedirectResponse(HttpMethodDirector.java:668)
	... 16 more
1928219 [ZAP-ActiveScanner-0] ERROR org.zaproxy.zap.extension.ascanrules.FormatString  - Invalid redirect location: http://172.17.0.2:8080/wavsep/active/Unvalidated-Redirect/Redirect-Detection-Evaluation-GET-302Redirect/ZAP%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s
org.apache.commons.httpclient.InvalidRedirectLocationException: Invalid redirect location: http://172.17.0.2:8080/wavsep/active/Unvalidated-Redirect/Redirect-Detection-Evaluation-GET-302Redirect/ZAP%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s
	at org.apache.commons.httpclient.HttpMethodDirector.processRedirectResponse(HttpMethodDirector.java:671)
	at org.apache.commons.httpclient.HttpMethodDirector.executeMethod(HttpMethodDirector.java:199)
	at org.apache.commons.httpclient.HttpClient.executeMethod(HttpClient.java:397)
	at org.parosproxy.paros.network.HttpSender.executeMethod(HttpSender.java:307)
	at org.parosproxy.paros.network.HttpSender.runMethod(HttpSender.java:519)
	at org.parosproxy.paros.network.HttpSender.send(HttpSender.java:478)
	at org.parosproxy.paros.network.HttpSender.sendAuthenticated(HttpSender.java:456)
	at org.parosproxy.paros.network.HttpSender.sendAndReceive(HttpSender.java:364)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:237)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:189)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:185)
	at org.zaproxy.zap.extension.ascanrules.FormatString.scan(FormatString.java:179)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:245)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scanVariant(AbstractAppParamPlugin.java:173)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:144)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.run(AbstractPlugin.java:282)
	at java.lang.Thread.run(Thread.java:745)
Caused by: org.apache.commons.httpclient.URIException: Invalid URL encoding: not a valid digit (radix 16): 110
	at org.apache.commons.httpclient.URI.decode(URI.java:1775)
	at org.apache.commons.httpclient.URI.decode(URI.java:1731)
	at org.apache.commons.httpclient.URI.getPath(URI.java:3108)
	at org.apache.commons.httpclient.HttpMethodBase.setURI(HttpMethodBase.java:297)
	at org.apache.commons.httpclient.HttpMethodDirector.processRedirectResponse(HttpMethodDirector.java:668)
	... 16 more
1928419 [ZAP-ActiveScanner-0] ERROR org.zaproxy.zap.extension.ascanrules.FormatString  - Invalid redirect location: http://172.17.0.2:8080/wavsep/active/Unvalidated-Redirect/Redirect-Detection-Evaluation-GET-302Redirect/ZAP%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s
org.apache.commons.httpclient.InvalidRedirectLocationException: Invalid redirect location: http://172.17.0.2:8080/wavsep/active/Unvalidated-Redirect/Redirect-Detection-Evaluation-GET-302Redirect/ZAP%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s
	at org.apache.commons.httpclient.HttpMethodDirector.processRedirectResponse(HttpMethodDirector.java:671)
	at org.apache.commons.httpclient.HttpMethodDirector.executeMethod(HttpMethodDirector.java:199)
	at org.apache.commons.httpclient.HttpClient.executeMethod(HttpClient.java:397)
	at org.parosproxy.paros.network.HttpSender.executeMethod(HttpSender.java:307)
	at org.parosproxy.paros.network.HttpSender.runMethod(HttpSender.java:519)
	at org.parosproxy.paros.network.HttpSender.send(HttpSender.java:478)
	at org.parosproxy.paros.network.HttpSender.sendAuthenticated(HttpSender.java:456)
	at org.parosproxy.paros.network.HttpSender.sendAndReceive(HttpSender.java:364)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:237)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:189)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:185)
	at org.zaproxy.zap.extension.ascanrules.FormatString.scan(FormatString.java:179)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:245)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scanVariant(AbstractAppParamPlugin.java:173)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:144)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.run(AbstractPlugin.java:282)
	at java.lang.Thread.run(Thread.java:745)
Caused by: org.apache.commons.httpclient.URIException: Invalid URL encoding: not a valid digit (radix 16): 110
	at org.apache.commons.httpclient.URI.decode(URI.java:1775)
	at org.apache.commons.httpclient.URI.decode(URI.java:1731)
	at org.apache.commons.httpclient.URI.getPath(URI.java:3108)
	at org.apache.commons.httpclient.HttpMethodBase.setURI(HttpMethodBase.java:297)
	at org.apache.commons.httpclient.HttpMethodDirector.processRedirectResponse(HttpMethodDirector.java:668)
	... 16 more
1929021 [ZAP-ActiveScanner-0] ERROR org.zaproxy.zap.extension.ascanrules.FormatString  - ZAP
java.net.UnknownHostException: ZAP
	at java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:178)
	at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:392)
	at java.net.Socket.connect(Socket.java:579)
	at java.net.Socket.connect(Socket.java:528)
	at java.net.Socket.<init>(Socket.java:425)
	at java.net.Socket.<init>(Socket.java:280)
	at org.apache.commons.httpclient.protocol.DefaultProtocolSocketFactory.createSocket(DefaultProtocolSocketFactory.java:80)
	at org.apache.commons.httpclient.protocol.DefaultProtocolSocketFactory.createSocket(DefaultProtocolSocketFactory.java:122)
	at org.apache.commons.httpclient.HttpConnection.open(HttpConnection.java:707)
	at org.apache.commons.httpclient.MultiThreadedHttpConnectionManager$HttpConnectionAdapter.open(MultiThreadedHttpConnectionManager.java:1361)
	at org.apache.commons.httpclient.HttpMethodDirector.executeWithRetry(HttpMethodDirector.java:439)
	at org.apache.commons.httpclient.HttpMethodDirector.executeMethod(HttpMethodDirector.java:191)
	at org.apache.commons.httpclient.HttpClient.executeMethod(HttpClient.java:397)
	at org.parosproxy.paros.network.HttpSender.executeMethod(HttpSender.java:307)
	at org.parosproxy.paros.network.HttpSender.runMethod(HttpSender.java:519)
	at org.parosproxy.paros.network.HttpSender.send(HttpSender.java:478)
	at org.parosproxy.paros.network.HttpSender.sendAuthenticated(HttpSender.java:456)
	at org.parosproxy.paros.network.HttpSender.sendAndReceive(HttpSender.java:386)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:237)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:189)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:185)
	at org.zaproxy.zap.extension.ascanrules.FormatString.scan(FormatString.java:155)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:245)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scanVariant(AbstractAppParamPlugin.java:173)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:144)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.run(AbstractPlugin.java:282)
	at java.lang.Thread.run(Thread.java:745)
1929423 [ZAP-ActiveScanner-0] ERROR org.zaproxy.zap.extension.ascanrules.FormatString  - ZAP
java.net.UnknownHostException: ZAP
	at java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:178)
	at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:392)
	at java.net.Socket.connect(Socket.java:579)
	at java.net.Socket.connect(Socket.java:528)
	at java.net.Socket.<init>(Socket.java:425)
	at java.net.Socket.<init>(Socket.java:280)
	at org.apache.commons.httpclient.protocol.DefaultProtocolSocketFactory.createSocket(DefaultProtocolSocketFactory.java:80)
	at org.apache.commons.httpclient.protocol.DefaultProtocolSocketFactory.createSocket(DefaultProtocolSocketFactory.java:122)
	at org.apache.commons.httpclient.HttpConnection.open(HttpConnection.java:707)
	at org.apache.commons.httpclient.MultiThreadedHttpConnectionManager$HttpConnectionAdapter.open(MultiThreadedHttpConnectionManager.java:1361)
	at org.apache.commons.httpclient.HttpMethodDirector.executeWithRetry(HttpMethodDirector.java:439)
	at org.apache.commons.httpclient.HttpMethodDirector.executeMethod(HttpMethodDirector.java:191)
	at org.apache.commons.httpclient.HttpClient.executeMethod(HttpClient.java:397)
	at org.parosproxy.paros.network.HttpSender.executeMethod(HttpSender.java:307)
	at org.parosproxy.paros.network.HttpSender.runMethod(HttpSender.java:519)
	at org.parosproxy.paros.network.HttpSender.send(HttpSender.java:478)
	at org.parosproxy.paros.network.HttpSender.sendAuthenticated(HttpSender.java:456)
	at org.parosproxy.paros.network.HttpSender.sendAndReceive(HttpSender.java:386)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:237)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:189)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:185)
	at org.zaproxy.zap.extension.ascanrules.FormatString.scan(FormatString.java:155)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:245)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scanVariant(AbstractAppParamPlugin.java:173)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:144)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.run(AbstractPlugin.java:282)
	at java.lang.Thread.run(Thread.java:745)
1929624 [ZAP-ActiveScanner-0] ERROR org.zaproxy.zap.extension.ascanrules.FormatString  - ZAP
java.net.UnknownHostException: ZAP
	at java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:178)
	at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:392)
	at java.net.Socket.connect(Socket.java:579)
	at java.net.Socket.connect(Socket.java:528)
	at java.net.Socket.<init>(Socket.java:425)
	at java.net.Socket.<init>(Socket.java:280)
	at org.apache.commons.httpclient.protocol.DefaultProtocolSocketFactory.createSocket(DefaultProtocolSocketFactory.java:80)
	at org.apache.commons.httpclient.protocol.DefaultProtocolSocketFactory.createSocket(DefaultProtocolSocketFactory.java:122)
	at org.apache.commons.httpclient.HttpConnection.open(HttpConnection.java:707)
	at org.apache.commons.httpclient.MultiThreadedHttpConnectionManager$HttpConnectionAdapter.open(MultiThreadedHttpConnectionManager.java:1361)
	at org.apache.commons.httpclient.HttpMethodDirector.executeWithRetry(HttpMethodDirector.java:439)
	at org.apache.commons.httpclient.HttpMethodDirector.executeMethod(HttpMethodDirector.java:191)
	at org.apache.commons.httpclient.HttpClient.executeMethod(HttpClient.java:397)
	at org.parosproxy.paros.network.HttpSender.executeMethod(HttpSender.java:307)
	at org.parosproxy.paros.network.HttpSender.runMethod(HttpSender.java:519)
	at org.parosproxy.paros.network.HttpSender.send(HttpSender.java:478)
	at org.parosproxy.paros.network.HttpSender.sendAuthenticated(HttpSender.java:456)
	at org.parosproxy.paros.network.HttpSender.sendAndReceive(HttpSender.java:386)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:237)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:189)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:185)
	at org.zaproxy.zap.extension.ascanrules.FormatString.scan(FormatString.java:155)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:245)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scanVariant(AbstractAppParamPlugin.java:173)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:144)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.run(AbstractPlugin.java:282)
	at java.lang.Thread.run(Thread.java:745)
1929624 [ZAP-ActiveScanner-1] ERROR org.zaproxy.zap.extension.ascanrules.FormatString  - ZAP
java.net.UnknownHostException: ZAP
	at java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:178)
	at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:392)
	at java.net.Socket.connect(Socket.java:579)
	at java.net.Socket.connect(Socket.java:528)
	at java.net.Socket.<init>(Socket.java:425)
	at java.net.Socket.<init>(Socket.java:280)
	at org.apache.commons.httpclient.protocol.DefaultProtocolSocketFactory.createSocket(DefaultProtocolSocketFactory.java:80)
	at org.apache.commons.httpclient.protocol.DefaultProtocolSocketFactory.createSocket(DefaultProtocolSocketFactory.java:122)
	at org.apache.commons.httpclient.HttpConnection.open(HttpConnection.java:707)
	at org.apache.commons.httpclient.MultiThreadedHttpConnectionManager$HttpConnectionAdapter.open(MultiThreadedHttpConnectionManager.java:1361)
	at org.apache.commons.httpclient.HttpMethodDirector.executeWithRetry(HttpMethodDirector.java:439)
	at org.apache.commons.httpclient.HttpMethodDirector.executeMethod(HttpMethodDirector.java:191)
	at org.apache.commons.httpclient.HttpClient.executeMethod(HttpClient.java:397)
	at org.parosproxy.paros.network.HttpSender.executeMethod(HttpSender.java:307)
	at org.parosproxy.paros.network.HttpSender.runMethod(HttpSender.java:519)
	at org.parosproxy.paros.network.HttpSender.send(HttpSender.java:478)
	at org.parosproxy.paros.network.HttpSender.sendAuthenticated(HttpSender.java:456)
	at org.parosproxy.paros.network.HttpSender.sendAndReceive(HttpSender.java:386)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:237)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:189)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:185)
	at org.zaproxy.zap.extension.ascanrules.FormatString.scan(FormatString.java:155)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:245)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scanVariant(AbstractAppParamPlugin.java:173)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:144)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.run(AbstractPlugin.java:282)
	at java.lang.Thread.run(Thread.java:745)
1929825 [ZAP-ActiveScanner-0] ERROR org.zaproxy.zap.extension.ascanrules.FormatString  - ZAP
java.net.UnknownHostException: ZAP
	at java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:178)
	at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:392)
	at java.net.Socket.connect(Socket.java:579)
	at java.net.Socket.connect(Socket.java:528)
	at java.net.Socket.<init>(Socket.java:425)
	at java.net.Socket.<init>(Socket.java:280)
	at org.apache.commons.httpclient.protocol.DefaultProtocolSocketFactory.createSocket(DefaultProtocolSocketFactory.java:80)
	at org.apache.commons.httpclient.protocol.DefaultProtocolSocketFactory.createSocket(DefaultProtocolSocketFactory.java:122)
	at org.apache.commons.httpclient.HttpConnection.open(HttpConnection.java:707)
	at org.apache.commons.httpclient.MultiThreadedHttpConnectionManager$HttpConnectionAdapter.open(MultiThreadedHttpConnectionManager.java:1361)
	at org.apache.commons.httpclient.HttpMethodDirector.executeWithRetry(HttpMethodDirector.java:439)
	at org.apache.commons.httpclient.HttpMethodDirector.executeMethod(HttpMethodDirector.java:191)
	at org.apache.commons.httpclient.HttpClient.executeMethod(HttpClient.java:397)
	at org.parosproxy.paros.network.HttpSender.executeMethod(HttpSender.java:307)
	at org.parosproxy.paros.network.HttpSender.runMethod(HttpSender.java:519)
	at org.parosproxy.paros.network.HttpSender.send(HttpSender.java:478)
	at org.parosproxy.paros.network.HttpSender.sendAuthenticated(HttpSender.java:456)
	at org.parosproxy.paros.network.HttpSender.sendAndReceive(HttpSender.java:386)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:237)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:189)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:185)
	at org.zaproxy.zap.extension.ascanrules.FormatString.scan(FormatString.java:155)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:245)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scanVariant(AbstractAppParamPlugin.java:173)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:144)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.run(AbstractPlugin.java:282)
	at java.lang.Thread.run(Thread.java:745)
1931441 [ZAP-ActiveScanner-0] ERROR org.zaproxy.zap.extension.ascanrules.FormatString  - Invalid redirect location: http://172.17.0.2:8080/wavsep/active/Unvalidated-Redirect/Redirect-FalsePositives-GET/ZAP%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s
org.apache.commons.httpclient.InvalidRedirectLocationException: Invalid redirect location: http://172.17.0.2:8080/wavsep/active/Unvalidated-Redirect/Redirect-FalsePositives-GET/ZAP%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s%n%s
	at org.apache.commons.httpclient.HttpMethodDirector.processRedirectResponse(HttpMethodDirector.java:671)
	at org.apache.commons.httpclient.HttpMethodDirector.executeMethod(HttpMethodDirector.java:199)
	at org.apache.commons.httpclient.HttpClient.executeMethod(HttpClient.java:397)
	at org.parosproxy.paros.network.HttpSender.executeMethod(HttpSender.java:307)
	at org.parosproxy.paros.network.HttpSender.runMethod(HttpSender.java:519)
	at org.parosproxy.paros.network.HttpSender.send(HttpSender.java:478)
	at org.parosproxy.paros.network.HttpSender.sendAuthenticated(HttpSender.java:456)
	at org.parosproxy.paros.network.HttpSender.sendAndReceive(HttpSender.java:364)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:237)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:189)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:185)
	at org.zaproxy.zap.extension.ascanrules.FormatString.scan(FormatString.java:179)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:245)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scanVariant(AbstractAppParamPlugin.java:173)
	at org.parosproxy.paros.core.scanner.AbstractAppParamPlugin.scan(AbstractAppParamPlugin.java:144)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.run(AbstractPlugin.java:282)
	at java.lang.Thread.run(Thread.java:745)
Caused by: org.apache.commons.httpclient.URIException: Invalid URL encoding: not a valid digit (radix 16): 110
	at org.apache.commons.httpclient.URI.decode(URI.java:1775)
	at org.apache.commons.httpclient.URI.decode(URI.java:1731)
	at org.apache.commons.httpclient.URI.getPath(URI.java:3108)
	at org.apache.commons.httpclient.HttpMethodBase.setURI(HttpMethodBase.java:297)
	at org.apache.commons.httpclient.HttpMethodDirector.processRedirectResponse(HttpMethodDirector.java:668)
	... 16 more
1938262 [Thread-20] INFO org.parosproxy.paros.core.scanner.HostProcess  - completed host/plugin http://172.17.0.2:8080 | FormatString in 150.042s
1938262 [Thread-20] INFO org.parosproxy.paros.core.scanner.HostProcess  - start host http://172.17.0.2:8080 | TestInjectionCRLF strength HIGH threshold MEDIUM
2099553 [Thread-20] INFO org.parosproxy.paros.core.scanner.HostProcess  - completed host/plugin http://172.17.0.2:8080 | TestInjectionCRLF in 161.291s
2099553 [Thread-20] INFO org.parosproxy.paros.core.scanner.HostProcess  - start host http://172.17.0.2:8080 | TestParameterTamper strength HIGH threshold MEDIUM
2203074 [ZAP-ActiveScanner-0] WARN org.zaproxy.zap.extension.ascanrules.TestParameterTamper  - Invalid redirect location: http://172.17.0.2:8080/wavsep/active/LFI/LFI-FalsePositives-GET/|
org.apache.commons.httpclient.InvalidRedirectLocationException: Invalid redirect location: http://172.17.0.2:8080/wavsep/active/LFI/LFI-FalsePositives-GET/|
	at org.apache.commons.httpclient.HttpMethodDirector.processRedirectResponse(HttpMethodDirector.java:671)
	at org.apache.commons.httpclient.HttpMethodDirector.executeMethod(HttpMethodDirector.java:199)
	at org.apache.commons.httpclient.HttpClient.executeMethod(HttpClient.java:397)
	at org.parosproxy.paros.network.HttpSender.executeMethod(HttpSender.java:307)
	at org.parosproxy.paros.network.HttpSender.runMethod(HttpSender.java:519)
	at org.parosproxy.paros.network.HttpSender.send(HttpSender.java:478)
	at org.parosproxy.paros.network.HttpSender.sendAuthenticated(HttpSender.java:456)
	at org.parosproxy.paros.network.HttpSender.sendAndReceive(HttpSender.java:364)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:237)
	at org.parosproxy.paros.core.scanner.AbstractPlugin.sendAndReceive(AbstractPlugin.java:189)
