Found Java version 1.7.0_91
Available memory: 3952 MB
Setting jvm heap size: -Xmx512m
152 [main] INFO org.zaproxy.zap.DaemonBootstrap  - OWASP ZAP D-2016-01-11 started.
1099867 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue';get-help]
1100050 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [1234;get-help]
1100050 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [1234;get-help]
1100121 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput2] with value [1234;get-help]
1100249 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [1234;get-help]
1100252 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [1234;get-help]
1100455 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [1234;get-help]
1100455 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [david;get-help]
1100655 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [1234;get-help]
1100657 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [david;get-help]
1100851 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [david;get-help]
1100855 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [david;get-help]
1101056 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [david;get-help]
1101058 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [1234;get-help]
1101256 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [david;get-help]
1101258 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [david;get-help]
1101457 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [1234;get-help]
1101459 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [dummy.html;get-help]
1101668 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1101668 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1102061 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [1234;get-help]
1102063 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1102260 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1102260 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1102467 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1102469 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1102667 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1102668 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1102867 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1102869 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1103066 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1103069 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1103471 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1103672 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1103674 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1103877 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1103879 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1104074 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1104076 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1104478 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [textvalue;get-help]
1104879 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1104881 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1104987 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput2] with value [ZAP;get-help]
1105076 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1105081 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP';get-help]
1105277 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1105280 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1105478 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1105482 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1105690 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1105690 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1105878 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1105878 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1106080 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1106080 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1106282 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1106283 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1106482 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1106483 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1106681 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1106682 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1106884 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1106886 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1107097 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1107099 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1107296 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1107299 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1107499 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1107505 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1107698 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1107698 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1107899 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1107903 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1109910 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1110108 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1110113 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1110317 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1110318 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1110517 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1110518 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1110915 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [ZAP;get-help]
1111918 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [abcd;get-help]
1111921 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [abcd;get-help]
1112126 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [abcd;get-help]
1112327 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [abcd;get-help]
1112327 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [abcd;get-help]
1112518 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [userinput] with value [abcd;get-help]
1112728 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msgid] with value [1;get-help]
1112729 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [minBalanace] with value [10000;get-help]
1112927 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msgId] with value [1;get-help]
1112930 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionId] with value [132;get-help]
1113129 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-02-02;get-help]
1113202 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-02-02';get-help]
1113394 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-01-01';get-help]
1113398 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-01-01';get-help]
1113545 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-01-01';get-help]
1113737 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msgid] with value [1;get-help]
1113739 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [minBalanace] with value [10000;get-help]
1113939 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionId] with value [132;get-help]
1113940 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msgId] with value [1;get-help]
1114141 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [username] with value [textvalue';get-help]
1114352 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msg] with value [textvalue';get-help]
1114475 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msg] with value [textvalue';get-help]
1114543 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [username] with value [textvalue';get-help]
1114624 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [password] with value [textvalue2';get-help]
1114815 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [target] with value [a@a.com';get-help]
1114963 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msg] with value [readme';get-help]
1118727 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [minBalanace] with value [10000;get-help]
1118934 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msgid] with value [1;get-help]
1118936 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msgId] with value [1;get-help]
1119130 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-02-02;get-help]
1119135 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionId] with value [132;get-help]
1119363 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-01-01';get-help]
1119461 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-02-02';get-help]
1119562 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-01-01';get-help]
1119564 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-01-01';get-help]
1119726 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msgid] with value [1;get-help]
1119931 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [minBalanace] with value [10000;get-help]
1119931 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msgId] with value [1;get-help]
1120131 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionId] with value [132;get-help]
1120364 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [username] with value [textvalue';get-help]
1120423 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msg] with value [textvalue';get-help]
1120563 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [username] with value [textvalue';get-help]
1120564 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msg] with value [textvalue";get-help]
1120641 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [password] with value [textvalue2';get-help]
1120758 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msgid] with value [1;get-help]
1120971 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [minBalanace] with value [10000;get-help]
1120973 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msgId] with value [1;get-help]
1121163 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-01-01;get-help]
1121165 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionId] with value [1;get-help]
1121373 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-01-01';get-help]
1121436 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-02-02';get-help]
1121580 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-01-01';get-help]
1121584 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-01-01';get-help]
1121763 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msgid] with value [1;get-help]
1121965 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [minBalanace] with value [10000;get-help]
1121967 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msgId] with value [1;get-help]
1122169 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionId] with value [1;get-help]
1122177 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [username] with value [ZAP';get-help]
1122439 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msg] with value [ZAP';get-help]
1122581 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msg] with value [ZAP";get-help]
1122582 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [username] with value [ZAP';get-help]
1122665 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [password] with value [ZAP';get-help]
1123059 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [target] with value [a@a.com';get-help]
1123210 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msg] with value [readme';get-help]
1128183 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msgid] with value [1;get-help]
1128387 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [minBalanace] with value [10000;get-help]
1128391 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msgId] with value [1;get-help]
1128592 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionId] with value [1;get-help]
1128681 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-02-02';get-help]
1128796 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-01-01;get-help]
1128801 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-01-01';get-help]
1129019 [ZAP-ActiveScanner-0] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-01-01';get-help]
1129020 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [transactionDate] with value [2010-01-01';get-help]
1129181 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msgid] with value [1;get-help]
1129382 [ZAP-ActiveScanner-1] INFO org.zaproxy.zap.extension.ascanrules.CommandInjectionPlugin  - [OS Command Injection Found] on parameter [msgId] with value [1;get-help]
